Date,Location,Operator,Type,Aboard,Fatalities,Ground,Operator_Category,Month,Year
1977-04-10,"SW of Bogota, Colombia",Taxi Aereo el Venado,Douglas DC-3-3A,35.0,35.0,0.0,other,4,1977
1977-04-19,"Tapa AFB, Estonia",Military - Soviet Air Force,Antonov An-24,21.0,21.0,0.0,military,4,1977
1977-04-27,"Guatemala City, Guatemala",Aviateca,Convair CV-440,28.0,28.0,0.0,other,4,1977
1977-05-10,"Near Jericho, Jordan",Military - Israel Air Force,Sikorsky CH-53D (helicopter),54.0,54.0,0.0,military,5,1977
1977-05-13,"Beiruit, Lebanon",LOT Polish Airlines,Antonov An-12BP,9.0,9.0,0.0,commercial,5,1977
1977-05-16,"New York, New York",New  York Helicopter,Sikorsky S61L,25.0,4.0,1.0,other,5,1977
1977-05-27,"Havana, Cuba",Aeroflot,Ilyushin IL-62M,70.0,68.0,1.0,other,5,1977
1977-06-03,"Natal, Brazil",Military - Brazilian Air Force,Embraer C-95 Bandeirante,18.0,18.0,0.0,military,6,1977
1977-06-20,"Salto-Nueva Hesperides, Uruguay",Fuerza Aérea Uruguaya,Embraer 110C Bandeirante,15.0,5.0,0.0,other,6,1977
1977-07-08,"Off Kirovograd, Ukraine",Aeroflot,Antonov AN-24,7.0,6.0,0.0,other,7,1977
1977-07-14,"Near Cuangar, Angola",Military - Angolan Air Force,Antonov AN-26,30.0,30.0,0.0,military,7,1977
1977-07-20,"Jima, Ethiopia",Ethiopian Airlines,Douglas DC-3,5.0,5.0,0.0,commercial,7,1977
1977-07-21,"Ruby, Alaska",Harold's Air Service,Britten-Norman BN-2A-6 Islander,4.0,1.0,0.0,commercial,7,1977
1977-07-24,"Near Puerto Montt, Chile",Military - Chilean Air Force,Douglas DC-6B,82.0,38.0,0.0,military,7,1977
1977-07-25,"Near Yoro, Honduras",Military - Honduran Air Force,Douglas C-47,40.0,25.0,0.0,military,7,1977
1977-07-25,"Bernard Creek, Idaho",Gaige Aviation - Air Taxi,Piper PA-32R,5.0,5.0,0.0,commercial,7,1977
1977-08-01,"Encino, California",Private KNBC Los Angeles,Bell 206B JetRanger,2.0,2.0,0.0,other,8,1977
1977-08-07,"Near El Bolson, Argentina",LADE,de Havilland Canada DHC-6 Twin Otter 200,6.0,6.0,0.0,other,8,1977
1977-08-12,"Parkersburg, West Virginia",Rambar Aviation - Air Taxi,Beechcraft 58,4.0,4.0,0.0,commercial,8,1977
1977-08-20,"San Jose, Costa Rica",Monarch Aviation,Convair CV-880,3.0,3.0,0.0,other,8,1977
1977-08-20,"Deadhorse, Alaska",Kenai Air Service - Air Taxi,Bell 206B,3.0,3.0,0.0,commercial,8,1977
1977-08-25,"Kona, Hawaii",Island Airways,Shorts SC-7 Skyvan 3-200,2.0,2.0,0.0,commercial,8,1977
1977-09-02,Off Hong Kong,Transmeridian Air Cargo,Canadair CL-44D4-2,4.0,4.0,0.0,commercial,9,1977
1977-09-02,"Minto Lake, Alaska",Wright Air Service - Air Taxi,Helo 295,3.0,3.0,0.0,commercial,9,1977
1977-09-04,"Near Cuenca, Ecuador",Servicios Aereos Nacionales Airways,Vickers Viscount 764D,33.0,33.0,0.0,commercial,9,1977
1977-09-06,"Mt. Iliamna, Alaska",Alaska Aeronautical Industries,de Havilland Canada DHC-6 Twin Otter 200,13.0,13.0,0.0,other,9,1977
1977-09-08,"Mt. Loi Hsam Hsao, Burma",Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,19.0,19.0,0.0,commercial,9,1977
1977-09-12,"Yakutat, Alaska",Safe Air Cargo,Douglas DC-7BF,4.0,4.0,0.0,commercial,9,1977
1977-09-14,"Near Albuquerque, New Mexico",Military - U.S. Air Force,Boeing - EC-135K,20.0,20.0,0.0,military,9,1977
1977-09-22,"Bucharest, Romania",Malev Hungarian Airlines,Tupolev TU-134,53.0,29.0,0.0,commercial,9,1977
1977-09-27,"Kuala Lumpur,  Malaysia",Japan Air Lines,McDonnell Douglas DC-8-62H,79.0,34.0,0.0,commercial,9,1977
1977-10-01,"Stevens Pass, Pennsylvania",Kenmore Air  - Air Taxi,de Havilland DHC-2,7.0,7.0,0.0,commercial,10,1977
1977-10-20,"Near Gillsburg, Mississippi",L & J Company,Convair CV-300,26.0,6.0,0.0,other,10,1977
1977-10-21,"Mindoro, Philippines",Military - U.S. Marine Corps,Sikorksky CH-53 (helicopter),37.0,24.0,0.0,military,10,1977
1977-11-03,"San Cristobal de las Casas, Mexico",Servicios Aereos Martinez Leon,Britten-Norman BN-2A-8 Trislander,13.0,13.0,0.0,other,11,1977
1977-11-19,"Near Funchal, Island of Madeira, Portugal",TAP (Air Portugal),Boeing B-727-282,164.0,131.0,0.0,commercial,11,1977
1977-11-21,"Near Point Hope, Alaska",Munz Northern Airlines,Britten-Norman BN-2A-8 Islander,2.0,2.0,0.0,commercial,11,1977
1977-11-21,"Near Bariloche, Argentina",Austral Lineas Aeras (Argentina),BAC One-Eleven 420EL,79.0,46.0,0.0,other,11,1977
1977-11-26,"Near Beziers, France",Military - French Air Force,Nord 2501 Noratlas,34.0,34.0,0.0,military,11,1977
1977-11-29,"Pinehurst, North Carolina",Resort Air Service - Air Taxi,Beechcraft 58,2.0,2.0,0.0,commercial,11,1977
1977-12-08,"Intracostal City, Louisiana",Petroleum Helicopter,SNIAS SA330J,19.0,17.0,0.0,other,12,1977
1977-12-09,"Tarko-Saley, USSR",Aeroflot,Antonov AN-24,23.0,17.0,0.0,other,12,1977
1977-12-11,"Hierro, Canary Islands",Military - U.S. Navy,Lockheed P-3B Orion,13.0,13.0,0.0,military,12,1977
1977-12-13,"Evansville, Indiana","National Jet Services Inc.,  (Air Indiana)",Douglas DC-3,29.0,29.0,0.0,commercial,12,1977
1977-12-18,"Off Madeira, Portugal",SATA,Aerospatiale Caravelle 10R,57.0,36.0,0.0,other,12,1977
1977-12-18,"Near Salt Lake City, Utah",United Air Lines,Douglas DC-8-54F,3.0,3.0,0.0,commercial,12,1977
1977-12-19,"Vieques, Puerto Rico",Vieques Air Link,Britten-Norman BN-2A Islander,10.0,5.0,0.0,commercial,12,1977
1977-12-21,"Nanisivik, Canada",Kenn Borek Air,de Havilland Canada DHC-6 Twin Otter 300,8.0,8.0,0.0,commercial,12,1977
1977-12-22,"Giddings, Texas",Aviation Charter - Air Taxi,Piper PA-28R,2.0,2.0,0.0,commercial,12,1977
1977-12-24,"Willemstad, Curacao, Netherlands Antilles",Valley Air Service,Piper PA-31-350 Navajo,10.0,10.0,0.0,commercial,12,1977
1977-12-29,"Cuenca, Ecuador",Servicios Aereos Nacionales,Vickers Viscount 764 D,24.0,24.0,0.0,other,12,1977
1978-01-06,"Marion, Illinois",Aviation Charter - Air Taxi,Cessna 337G,2.0,2.0,0.0,commercial,1,1978
1978-01-24,"Dubois, Pennsylvania",Henry Webber Air - Air Taxi,Aerostar 601P,2.0,2.0,0.0,commercial,1,1978
1978-01-31,"Eirunepe, Brazil",TABA,Embraer 110P Bandeirante,14.0,2.0,0.0,other,1,1978
1978-02-10,"Near Artigas, Uruguay",Military - Uruguayan Air Force,Douglas C-47A-DL,44.0,44.0,0.0,military,2,1978
1978-02-10,"Richland, Washington",Columbia PacifiAirlines,Beechcraft 99,17.0,17.0,0.0,other,2,1978
1978-02-11,"Cranbrook, British Columbia, Canada",PacifiWestern Airlines,Boeing B-737-275,49.0,42.0,0.0,commercial,2,1978
1978-02-18,"Genoa Peak, Nevada",Chartair - Air Taxi,Beechcraft 58,4.0,4.0,0.0,commercial,2,1978
1978-02-27,"Merrill Pass, Alaska",Yute Air Alaska - Air Taxi,Evangel 4500,3.0,3.0,0.0,commercial,2,1978
1978-02-28,"Solvang, California",Security Air,Aero Commander 500A,7.0,7.0,0.0,commercial,2,1978
1978-03-01,"LAX, Los Angeles, California",Continental Airlines,McDonnell Douglas DC-10-10,200.0,2.0,0.0,commercial,3,1978
1978-03-01,"Agana, Guam",Island Air,Cessna 337F,6.0,2.0,0.0,commercial,3,1978
1978-03-02,"Kano, Nigeria",Nigeria Airways,Fokker F-28 Fellowship 1000 / MiG-21,18.0,18.0,0.0,commercial,3,1978
1978-03-03,"Off Caracas, Venezuela",LAV - Linea Aeropostal Venezolana,British Aerospace 748 2A,47.0,47.0,0.0,other,3,1978
1978-03-07,"Laurel, Mississippi",Hesler Noble - Air Taxi,Cessna 310I,2.0,2.0,0.0,commercial,3,1978
1978-03-14,"Whitelake, Michigan",Wyman Pilot Service - Air Taxi,Beechcraft D18,2.0,2.0,0.0,commercial,3,1978
1978-03-22,"Near Riverside, California",Lake Havasu Air,Cessna T207A,6.0,6.0,0.0,commercial,3,1978
1978-03-25,"Okaraba, Burma",Burma Airways,Fokker F-27 Friendship 200,48.0,48.0,0.0,commercial,3,1978
1978-03-26,"Volta Redonda, Rio de Janeiro, Brazil",Aero Clube de Volta Redonda,Piper Cherokee Arrow  PA-28,4.0,4.0,0.0,other,3,1978
1978-04-04,"Off Galveston, Texas",Air Logistics,Bell 212,6.0,3.0,0.0,commercial,4,1978
1978-04-05,"St. Thomas, Virgin Islands",Antilles Air,Grumman G-21,9.0,2.0,0.0,commercial,4,1978
1978-04-20,"Near Murmansk, Russia",Korean Airlines,Boeing B-707-321B,109.0,2.0,0.0,commercial,4,1978
1978-04-27,"Upolu, West Samoa",South PacifiIsland Airways,Cessna 402B,10.0,10.0,0.0,commercial,4,1978
1978-04-29,"Bogota, Colombia",LAC Colombia,Douglas C-118A,12.0,8.0,0.0,other,4,1978
1978-05-08,"Pensacola, Florida",National Airlines,Boeing B-727-235,58.0,3.0,0.0,commercial,5,1978
1978-05-18,"Kouchi, Japan",Military - Japan Maritime Self Defense Force,PS-1 amphibious ASW,13.0,13.0,0.0,military,5,1978
1978-05-19,"Pochinok, Russia",Aeroflot,Tupolev TU-154B,134.0,4.0,0.0,other,5,1978
1978-06-23,"Saint John's, Newfoundland",Gander Aviation,Beech Queen Air A80,10.0,10.0,0.0,other,6,1978
1978-06-26,"Toronto, Canada",Air Canada,McDonnell Douglas DC-9-32,107.0,2.0,0.0,commercial,6,1978
1978-07-24,"Near Nairobi, Kenya",Amphibians,Britten Norman BN-2A Trislander Mk.III-2,11.0,5.0,0.0,other,7,1978
1978-08-14,"Sogamoso, Bolivia",Aeropeca,Curtiss C-46,18.0,18.0,0.0,other,8,1978
1978-08-25,"Laboucher Bay, Alaska",Webber Air - Air Taxi,Grumman G-21 Goose,12.0,12.0,0.0,commercial,8,1978
1978-08-26,"Papun, Burma",Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,14.0,14.0,0.0,commercial,8,1978
1978-08-30,"Las Vegas, Nevada",Las Vegas Airlines,Piper PA-31-350 Chieftain,10.0,10.0,0.0,commercial,8,1978
1978-09-02,AtlantiOcean,Antillies Air - Air Taxi,Grumman G-21A,11.0,4.0,0.0,commercial,9,1978
1978-09-03,"Conakry, Guinea",Air Guinee,Ilyushin IL-18,17.0,15.0,0.0,commercial,9,1978
1978-09-03,"Near Kariba, Rhodesia (Zimbabwe)",Air Rhodesia,Vickers Viscount 782D,56.0,38.0,0.0,commercial,9,1978
1978-09-09,"Savoy, Illinois",Air Taxi,Piper PA-31,6.0,6.0,0.0,commercial,9,1978
1978-09-09,"Near Mexico City, Mexico",Lineas Areas del Centro,de Havilland Canada DHC-6 Twin Otter 100,21.0,18.0,0.0,other,9,1978
1978-09-09,"Wrangell, Alaska",Temesco Helicopter - Air Taxi,Soloy 12EJ3,3.0,3.0,0.0,commercial,9,1978
1978-09-14,"Paranaque, Philippines",Military - Philippine Air Force,Fokker F-27 Friendship 200,28.0,21.0,12.0,military,9,1978
1978-09-17,AtlantiOcean,Viking Air Service - Air Taxi,Cessna 411,3.0,3.0,0.0,commercial,9,1978
1978-09-25,"Monroe, Massachusetts",Business Aircraft - Air Taxi,Cessna 310N,3.0,3.0,0.0,commercial,9,1978
1978-09-25,"San Diego, California",PacifiSouthwest Airlines / Private,Boeing B-727-214 / Cessna 172,137.0,137.0,7.0,commercial,9,1978
1978-09-26,"San Juan, Puerto Rico",Francisco Cruz,Beech D18AS,6.0,6.0,0.0,other,9,1978
1978-10-03,"Near Kuopio, Finland",Military - Finish Air Force,Douglas C-47A-1-DK,15.0,15.0,0.0,military,10,1978
1978-10-03,"Near Mandalay, Myanmar",Burma Airways,Fokker F-27 Friendship 600,44.0,2.0,0.0,commercial,10,1978
1978-10-07,"Sverdlovsk, Russia",Aeroflot,Yakovlev YAK-40,38.0,38.0,0.0,other,10,1978
1978-10-08,"Kenai, Alaska",Era Helicopter - Air Taxi,Bell 205-1,7.0,2.0,0.0,commercial,10,1978
1978-10-22,"Off Bellona, Solomon Islands",Solomon Islands Airlines,Britten Norman BN-2A Trislander,11.0,11.0,0.0,commercial,10,1978
1978-10-24,"Torreon, New Mexico",Don Zimmerman - Air Taxi,Beechcraft 65-80,4.0,4.0,0.0,commercial,10,1978
1978-11-13,"Lubbox, Texas",Astrd Wing Aviaiton - Air Taxi,Cessna 310J,2.0,2.0,0.0,commercial,11,1978
1978-11-15,"Near Katunayake, Sri Lanka",Loftleidir IcelandiAirlines,McDonnell Douglas DC-8-Super 63CF,262.0,183.0,0.0,other,11,1978
1978-11-16,"Hays, Kansas",Festus Flying Service - Air Taxi,Beechcraft G18S,2.0,2.0,0.0,commercial,11,1978
1978-11-18,"Off Marie Galante Island, West Indies",Air Guadeloupe,de Havilland Canada DHC-6 Twin Otter 300,20.0,15.0,0.0,commercial,11,1978
1978-11-19,"Near Leh, India",Military - Indian Air Force,Antonov An-12,77.0,77.0,1.0,military,11,1978
1978-11-21,"Near Rubio, Venezuela",Taxi Aereo el Venado,Douglas C-47A,27.0,27.0,0.0,other,11,1978
1978-11-25,"Hydaburg, Alaska",Tyee Airlines - Air Taxi,de Havilland DHC-2,5.0,5.0,0.0,commercial,11,1978
1978-11-28,"Hartford, Connecticut",Corporate Air - Air Taxi,Aerostar 601P,3.0,3.0,0.0,commercial,11,1978
1978-12-04,"Near Steamboat Springs, Coloado",Rocky Mountain Airways,de Havilland Canada DHC-6 Twin Otter 300,22.0,2.0,0.0,commercial,12,1978
1978-12-16,"Selvapiana, Italy",Air 70,Cessna 421 Golden Eagle,10.0,10.0,0.0,commercial,12,1978
1978-12-17,"Hyderabad, India",Indian Airlines,Boeing B-737-2A8,132.0,1.0,3.0,commercial,12,1978
1978-12-21,"Chevak, Alaska",Chugiak Aviation - Air Taxi,Cessna 207,7.0,2.0,0.0,commercial,12,1978
1978-12-23,"Near Cinisi, Sicily, Italy",Alitalia,McDonnell Douglas DC-9-32,129.0,108.0,0.0,other,12,1978
1978-12-26,"Turks & Caicos Islands, Caribbean",Haïti Air Inter,Britten Norman BN-2A Islander,10.0,10.0,0.0,commercial,12,1978
1978-12-28,"Portland, Oregon",United Air Lines,McDonnell Douglas DC-8-61,189.0,10.0,0.0,commercial,12,1978
1979-01-11,"Templeton, Massachusetts",Nash and Tampo - Air Taxi,Piper PA-31,5.0,5.0,0.0,commercial,1,1979
1979-01-15,"Minsk, Russia",Aeroflot,Antonov AN-24N,13.0,13.0,0.0,other,1,1979
1979-01-18,"Near Belgorod, Russia",Aeroflot,Let 410M,3.0,3.0,0.0,other,1,1979
1979-01-19,"Grand Rapids, Michigan",L.J. Simmons - Air Taxi,Aerostar 601,6.0,4.0,0.0,commercial,1,1979
1979-01-24,"Bechar, Algeria",Air Algerie,Nord 262A-44,23.0,14.0,0.0,commercial,1,1979
1979-01-27,"Rodez, France",Air Rouergue,Fokker F-27 Friendship 500,6.0,5.0,0.0,commercial,1,1979
1979-02-05,"Trebinje, Bosnia Herzegovina",Aeropol,Antonov 2PF,3.0,3.0,0.0,other,2,1979
1979-02-08,"Near Agudos, Brazil",TAM Lineas Aéreas Regional,Embraer 110C Bandeirante,18.0,18.0,0.0,other,2,1979
1979-02-12,"Clarksburg, West Virginia",Allegheny Airlines,Nord 262,25.0,2.0,0.0,commercial,2,1979
1979-02-12,"Near Kariba, Rhodesia",Air Rhodesia,Vickers Viscount 748D,59.0,59.0,0.0,commercial,2,1979
1979-02-17,"Manakau Harbor, New Zealand",Air New Zealand,Fokker F-27 Friendship 500,4.0,2.0,0.0,commercial,2,1979
1979-02-26,"Near Moanda, Gabon",Air Gabon,Douglas DC-6B,3.0,3.0,0.0,commercial,2,1979
1979-02-26,"Greensville, Mississippi",Air Service - Air Taxi,Beech 58,3.0,3.0,0.0,commercial,2,1979
1979-03-01,"Gulfport, Mississippi",Universal Airways,Beech BE-70,8.0,8.0,0.0,commercial,3,1979
1979-03-02,"Galesburg, Illinois",Agee Flying Service - Air Taxi,Cessna 310B,4.0,4.0,0.0,commercial,3,1979
1979-03-06,"Near Probolinggo, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,4.0,4.0,0.0,commercial,3,1979
1979-03-10,"Off Marina del Rey, California",Swift Aire Lines Inc.,Aerospatiale Nord 262A-33,7.0,3.0,0.0,other,3,1979
1979-03-14,"Near Doha Airport, Qatar",Alia Royal Jordanian Airlines,Boeing B-727-2D3,64.0,45.0,0.0,commercial,3,1979
1979-03-14,"Bejing, China",CAAC,Hawker Siddeley Trident 2E,12.0,12.0,32.0,other,3,1979
1979-03-20,"Chardzhow, Russia",Aeroflot,Yakovlev YAK-40,29.0,29.0,0.0,other,3,1979
1979-03-22,"Liepaya, Latvia",Aeroflot,Tupolev 134A,5.0,4.0,0.0,other,3,1979
1979-03-22,"Nightmute, Alaska",Village Aviation - Air Taxi,Cessna U206,7.0,2.0,0.0,commercial,3,1979
1979-03-26,"Luanda, Angola",Interflug,Ilyushin IL-18D,10.0,10.0,0.0,other,3,1979
1979-03-29,"Ste. Foy, PQ, Canada",Quebecair,Fairchild F-27,24.0,17.0,0.0,other,3,1979
1979-04-12,"Carrizozo, New Mexico",SW Air Rangers - Air Taxi,Piper PA-32RT-300,3.0,3.0,0.0,commercial,4,1979
1979-04-14,"Off Avalon, California",Catalina Airlines,Grumman G-21 Goose,11.0,1.0,0.0,commercial,4,1979
1979-04-18,"Newark, New Jersey",New York Airways,Sikorsky S61-L,18.0,3.0,0.0,commercial,4,1979
1979-04-23,"Near Cuenca, Ecuador",SAETA,Vickers Viscount 785D,57.0,57.0,0.0,other,4,1979
1979-04-25,"Baykity, Russia",Aeroflot,Antonov AN-26,4.0,4.0,0.0,other,4,1979
1979-05-25,"Chicago O'Hare, Illinois",American Airlines,McDonnell Douglas DC-10-10,271.0,271.0,2.0,commercial,5,1979
1980-01-14,"Shungnak, Alaska",Ambler Air Service,Cessna 185,9.0,7.0,0.0,commercial,1,1980
1979-05-25,"Bullen Point, Alaska",Sea Airmotive,de Havilland Canada DHC-4A Caribou,3.0,3.0,0.0,other,5,1979
1979-05-27,"Off Dakar, Senegal",Military - Mauritanian Air Force,de Havilland Canada DHC-5D Buffalo,12.0,12.0,0.0,military,5,1979
1979-05-30,"Rockland, Maine",Downeast Airlines,de Havilland DHC-6-200,18.0,17.0,0.0,commercial,5,1979
1979-06-07,"Near Leh, India",Military - Indian Air Force,Hindustan Aeronautics 748-2M,27.0,27.0,0.0,military,6,1979
1979-06-09,"Chicago, Illinois",Skystream Airlines,Beechcraft 99,2.0,2.0,0.0,commercial,6,1979
1979-06-17,"Hyannis, Massachusetts",Air New England,de Havilland Canada DHC-6 Twin Otter 300,10.0,1.0,0.0,commercial,6,1979
1979-07-11,"Near Medan Airfield, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,61.0,61.0,0.0,commercial,7,1979
1979-07-12,"Anchorage, Alaska",Soldotna Air Services,Cessna 402B,7.0,7.0,0.0,commercial,7,1979
1979-07-12,"Bua, Fiji",Fiji Air Services,Britten Norman BN-2A Trislander,9.0,9.0,0.0,commercial,7,1979
1979-07-20,"Off Honolulu, Hawaii",Trans National Airlines,Douglas C-47B,3.0,3.0,0.0,commercial,7,1979
1979-07-23,"Beirut, Lebanon",Trans Mediterranean Airways,Boeing 707-327C,6.0,6.0,0.0,commercial,7,1979
1979-07-24,"St. Croix, Virgin Islands",Prinair,de Havilland DH-114 Heron,21.0,8.0,0.0,other,7,1979
1979-07-31,"Off Sumburgh, Shetlands, England",Dan Air Services,Hawker Siddeley HS-748-1,47.0,17.0,0.0,commercial,7,1979
1979-08-02,"Canton, Ohio",Private,Cessna  501 Citation,3.0,1.0,0.0,other,8,1979
1979-08-03,"Leningrad, USSR",Aeroflot,LET 410M turbojet,14.0,14.0,0.0,other,8,1979
1979-08-04,"Near Panvel, India",Indian Airlines,Hindustan Aeronautics 748 2-224,45.0,45.0,0.0,commercial,8,1979
1979-08-04,"Pistol Creek, Idaho",Boise Air Service,Cessna T210M,6.0,6.0,0.0,commercial,8,1979
1979-08-09,"Flushing, New York",Southern Jersey Air - Air Taxi,Beechcraft D55,3.0,3.0,0.0,commercial,8,1979
1979-08-11,"Near Katab, Egypt",Bahri Aviation,Learjet 35,5.0,5.0,0.0,other,8,1979
1979-08-11,"Dneprodzerzhinsk, Ukraine, USSR",Aeroflot / Aeroflot,Tupolev TU-134A / Tupolev Tu-134A,178.0,178.0,0.0,other,8,1979
1979-08-22,"Bogota, Colombia",SATENA,Hawker Siddeley HS-748,1.0,1.0,3.0,other,8,1979
1979-08-23,"Near Enisseysk, USSR",Aeroflot,Antonov AN-12,16.0,11.0,0.0,other,8,1979
1979-08-29,"Near Kirsanov, Russia",Aeroflot,Tupolev TU-124,63.0,63.0,0.0,other,8,1979
1979-09-03,"Andema, Russia",Aeroflot,Antonov AN-24,43.0,40.0,0.0,other,9,1979
1979-09-03,"Nice, France",Sterling Airways,Aerospatiale Corvette,10.0,10.0,0.0,commercial,9,1979
1979-09-11,"Off Taipei, Taiwan",China Airlines (Taiwan),Boeing 707-324C,6.0,6.0,0.0,commercial,9,1979
1979-09-14,"Near Klamath Falls, Oregon",Butler Aviation Inc.,Douglas DC-7,12.0,12.0,0.0,other,9,1979
1979-09-14,"Near Sarroch,  Italy",Aero Transporti Italiani,McDonnell Douglas DC-9-32,31.0,31.0,0.0,other,9,1979
1979-09-18,"Blink Horn Point, Canada",PacifiCoastal Airlines,Britten Norman BN-7A lslander,9.0,4.0,0.0,commercial,9,1979
1979-09-19,"Merced, California",Military - U.S. Air Force,Boeing KC-135A,5.0,5.0,0.0,military,9,1979
1979-09-30,"Porpoise Bay, British Columbia Canada",West Coast Air,de Havilland Canada DHC-6 Twin Otter 200,16.0,2.0,0.0,commercial,9,1979
1979-10-03,"Juneau, Alaska",Southeast Skyways - Air Taxi,Cessna 207,3.0,3.0,0.0,commercial,10,1979
1979-10-08,"Covington, Kentucky",Comair,Piper PA-31,8.0,8.0,0.0,other,10,1979
1979-10-08,"Anchorage, Alaska",Spernak Airway - Air Taxi,Cessna 207A,4.0,4.0,0.0,commercial,10,1979
1979-10-22,"Bloomington, Indiana",Rhoadgs Aviation - Air Taxi,Cessna 310,2.0,2.0,0.0,commercial,10,1979
1979-10-31,"Mexico City, Mexico",Western Airlines,McDonnell Douglas DC-10-10,88.0,72.0,1.0,commercial,10,1979
1979-11-01,"Big Trout Lake, Canada",Austin Airways,De Havilland Dash-6,3.0,3.0,0.0,commercial,11,1979
1979-11-02,"Greenville, South Carolina",Bankair Inc. - Air Taxi,Piper PA-31,7.0,5.0,0.0,commercial,11,1979
1979-11-12,"Salem, Oregon",McKenzie Flying Service - Air Taxi,Cessna T310R,3.0,3.0,0.0,commercial,11,1979
1979-11-15,"Near Chicago, Illinois",American Airlines,Boeing B-727,78.0,0.0,0.0,commercial,11,1979
1979-11-16,"Vologda, Russia",Aeroflot,Yakovlev YAK-40,5.0,3.0,0.0,other,11,1979
1979-11-26,"Takla Narrows, British Columbia, Canada",Smithers Air Service,de Havilland Canada DHC-3 Otter,4.0,3.0,0.0,commercial,11,1979
1979-11-26,"Near At Ta'if, Jeddah, Saudi Arabia",Pakistan International Airlines,Boeing B-707-340C,156.0,156.0,0.0,commercial,11,1979
1979-11-28,"Near Mt. Erebus, Ross Ice Shelf, Antarctica",Air New Zealand,McDonnell Douglas DC-10-30,257.0,257.0,0.0,commercial,11,1979
1979-11-30,"San Andres Island, Colombia",Aerolineas La Gaviola,Grumman G-21 Goose,9.0,9.0,0.0,other,11,1979
1979-12-09,"Cherskiy, Russia",Aeroflot,Antonov AN-26,7.0,7.0,0.0,other,12,1979
1979-12-12,"Apolo, Bolivia",CAMBA,Martin 404,11.0,10.0,0.0,other,12,1979
1979-12-19,"Cerro Toledo Mountain, Colombia",SATENA,Douglas DC-4 (C-54),19.0,19.0,0.0,other,12,1979
1979-12-22,"Near Puerto Esperanza, Peru",Fuerza Aérea del Peru,de Havilland Canada DHC-5 Buffalo,29.0,29.0,0.0,other,12,1979
1979-12-23,"Ankara, Turkey",Turkish Airlines (THY),Fokker F-28 Fellowship 1000,45.0,41.0,0.0,commercial,12,1979
1979-12-23,"Menari, Papua New Guinea",Douglas Airways,GAF Nomad 22B,15.0,15.0,0.0,commercial,12,1979
1980-01-02,Haiti,Haïti Air Inter,Britten Norman BN Islander,9.0,9.0,0.0,commercial,1,1980
1980-01-11,Over the AtlantiOcean,Private charter,Cessna 441 Conquest,2.0,2.0,0.0,other,1,1980
1980-01-21,"Elburz Mtns., near Laskarak, Markazi, Iran",Iran National Airlines,Boeing B-727-86,128.0,128.0,0.0,commercial,1,1980
1980-01-24,"Near Mandalay, Burma",Military - Union of Burma Air Force,Fairchild FH-227H,44.0,43.0,0.0,military,1,1980
1980-02-03,"Baracoa, Cuba",Cubana de Aviacon,Yakovlev YAK-40,37.0,1.0,0.0,other,2,1980
1980-02-21,"Sydney, NSW, Australia",Advance Airlines,Beechcraft Super King Air 200,13.0,13.0,0.0,commercial,2,1980
1980-02-21,"Leeville, Louisiana",Rotor Airs In- Air Taxi,Sikorsky S-62A,7.0,6.0,0.0,commercial,2,1980
1980-02-22,"Near Agra, India",Military - Indian Air Force,Fairchild C-119G,47.0,46.0,1.0,military,2,1980
1980-02-27,"Manila, Philippines",China Airlines (Taiwan),Boeing B-707-309C,135.0,2.0,0.0,commercial,2,1980
1980-03-14,"Near Warsaw, Poland",LOT Polish Airlines,Ilyushin IL-62,87.0,87.0,0.0,commercial,3,1980
1980-03-14,"Near Yenice, Turkey",Military - U.S. Air Force,Lockheed C-130H,18.0,18.0,0.0,military,3,1980
1980-03-21,"Houston, Texas",Eagle Commuter,Piper PA-28-180,10.0,7.0,0.0,other,3,1980
